Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Kombination,2,0,0,0,0,0,0,0,2,0,0
Kapillarströmung,2,0,0,0,0,0,0,0,1,0,1
Blitzschutzanlage,2,0,0,2,0,0,0,0,0,0,0
Lackieren,2,0,0,2,0,0,0,0,0,0,0
Abtragen,2,0,0,0,0,0,0,0,1,1,0
Lesenlernen,2,0,0,1,1,0,0,0,0,0,0
Legasthenie,2,0,0,1,0,0,0,0,0,1,0
Hochbrücke,2,0,0,2,0,0,0,0,0,0,0
Knoten,2,0,0,1,1,0,0,0,0,0,0
Seil,2,0,0,1,0,0,1,0,0,0,0
KNX,2,0,0,2,0,0,0,0,0,0,0
Schlüssel,2,0,0,1,0,0,0,0,0,1,0
Access 2007,2,0,0,1,0,0,0,1,0,0,0
Buchhandel,2,0,0,0,0,0,0,1,0,1,0
Wrack,2,0,0,0,0,0,0,1,0,1,0
Jugendliteratur,2,0,0,0,0,0,0,1,0,1,0
Biologischer Waldbau,2,0,0,0,0,0,0,1,1,0,0
Subjektive Sicherheit,2,0,0,0,0,0,0,1,0,1,0
Galileo,2,0,0,1,1,0,0,0,0,0,0
Office 2008,2,0,0,1,0,0,0,1,0,0,0
Textilbeton,2,0,0,0,0,0,0,2,0,0,0
Hausboot,2,0,0,0,0,0,0,1,1,0,0
Mobilfunkindustrie,2,0,0,0,0,0,0,1,0,1,0
Menge,2,0,0,0,0,0,0,1,0,1,0
Großraumflugzeug,2,0,0,0,0,0,0,1,1,0,0
Strafrechtstheorie,2,0,0,0,0,0,0,1,0,1,0
Karikatur,2,0,0,0,0,0,0,1,0,1,0
Zahnrad,2,0,0,2,0,0,0,0,0,0,0
Schwimmteich,2,0,0,2,0,0,0,0,0,0,0
Online-Messung,2,0,0,1,0,0,0,0,1,0,0
Visual C sharp 2008,2,0,0,1,1,0,0,0,0,0,0
Studienreform,2,0,0,1,0,1,0,0,0,0,0
Nichtchristliche Religion,2,0,0,1,0,1,0,0,0,0,0
Verlautbarung,2,0,0,1,0,1,0,0,0,0,0
Sozialkompetenz,2,0,0,1,1,0,0,0,0,0,0
Stahlbetonbrücke,2,0,0,1,1,0,0,0,0,0,0
Vibrationsanalyse,2,0,0,1,0,0,0,0,0,0,1
Maschinenschwingung,2,0,0,1,0,0,0,0,1,0,0
Kranbahnträger,2,0,0,2,0,0,0,0,0,0,0
Ionenoptik,2,0,0,1,0,0,0,0,0,0,1
Silverlight 2.0,2,0,0,1,1,0,0,0,0,0,0
Konfessionalisierung,2,0,0,0,0,0,0,1,0,1,0
Nützling,2,0,0,0,0,0,0,1,0,1,0
Druckrohrleitung,2,0,0,0,0,0,0,1,0,1,0
Seelsorge,2,0,0,0,0,0,0,1,0,1,0
Optikmodellierung,2,0,0,0,0,0,0,1,0,1,0
Terrasse,2,0,0,0,0,0,0,1,0,0,1
Fjord,2,0,0,0,0,0,0,1,0,1,0
Edelstahl,2,0,0,0,0,0,0,1,0,0,1
Nicht rostender Stahl,2,0,0,0,0,0,0,1,1,0,0
Wärmebedarf,2,0,0,0,0,0,0,1,0,1,0
Binnenschiff,2,0,0,0,0,0,0,1,1,0,0
Medizinische Ausbildung,2,0,0,1,1,0,0,0,0,0,0
Frachtschiff,2,0,0,2,0,0,0,0,0,0,0
Unentscheidbarkeit,2,0,0,1,1,0,0,0,0,0,0
Gödelscher Vollständigkeitssatz,2,0,0,1,1,0,0,0,0,0,0
Adobe AIR,2,0,0,1,1,0,0,0,0,0,0
OpenOffice.org 3.0,2,0,0,1,1,0,0,0,0,0,0
Biologische Uhr,2,0,0,1,1,0,0,0,0,0,0
Rieselreaktor,2,0,0,0,0,0,0,2,0,0,0
Trinkwasserverschmutzung,2,0,0,0,0,0,0,1,1,0,0
Stausee,2,0,0,0,0,0,0,1,0,0,1
Wing-in-ground-Fahrzeug,2,0,0,0,0,0,0,1,1,0,0
Religionstheologie,2,0,0,1,0,1,0,0,0,0,0
Drupal 6,2,0,0,2,0,0,0,0,0,0,0
Homepage,2,0,0,2,0,0,0,0,0,0,0
Türkischer Einwanderer,2,0,0,2,0,0,0,0,0,0,0
Arzneimittelrückstand,2,0,0,0,0,0,0,2,0,0,0
Unterirdisches Wasser,2,0,0,0,0,0,0,0,2,0,0
Strahlungsleistung,2,0,0,0,0,0,0,0,1,0,1
Semistrukturierte Daten,2,0,0,0,0,0,0,0,1,1,0
Saures Industrieabwasser,2,0,0,0,0,0,0,0,2,0,0
Mischwald,2,0,0,0,0,0,0,0,2,0,0
Rodung,2,0,0,1,1,0,0,0,0,0,0
Spill-over-Effekt,2,0,0,1,1,0,0,0,0,0,0
Überlebensstrategie,2,0,0,1,0,0,0,0,0,1,0
Analytische Psychologie,2,0,0,1,0,0,0,0,0,0,1
Archetypus,2,0,0,2,0,0,0,0,0,0,0
Tiefenpsychologie,2,0,0,2,0,0,0,0,0,0,0
Gülle,2,0,0,0,0,0,0,2,0,0,0
Passwort,2,0,0,1,0,0,0,0,0,1,0
Seilbahn,2,0,0,1,0,0,1,0,0,0,0
Blockbau,2,0,0,1,1,0,0,0,0,0,0
Softwareschnittstelle,2,0,0,0,0,0,0,0,2,0,0
Schmelzkristallisation,2,0,0,0,0,0,0,0,1,1,0
Internationales Arbeitsrecht,2,0,0,0,0,0,0,0,1,0,1
Elsbeere,2,0,0,0,0,0,0,0,2,0,0
Vogelkirsche,2,0,0,0,0,0,0,0,2,0,0
Wildbirne,2,0,0,0,0,0,0,0,2,0,0
Szenografie,2,0,0,0,0,0,0,2,0,0,0
Ufer,2,0,0,0,0,0,0,1,0,1,0
Infrastruktureinrichtung,2,0,0,0,0,0,0,1,0,1,0
Plankton,2,0,0,1,0,0,0,0,0,0,1
Museumsschiff,2,0,0,2,0,0,0,0,0,0,0
Ausgleichszahlung,2,0,0,1,0,0,0,0,0,1,0
Peripherer Raum,2,0,0,1,1,0,0,0,0,0,0
Alpidische Gebirgsbildung,2,0,0,1,1,0,0,0,0,0,0
Fassadenbau,2,0,0,1,0,1,0,0,0,0,0
Lizenz,2,0,0,2,0,0,0,0,0,0,0
Kommentar,2,0,0,2,0,0,0,0,0,0,0
Mund-zu-Mund-Werbung,2,0,0,1,0,0,0,0,0,1,0
Evolutionsstrategie,2,0,0,0,0,0,1,0,0,0,1
Milchviehhaltung,2,0,0,0,0,0,1,0,0,1,0
Patriarchat,2,0,0,1,1,0,0,0,0,0,0
Verlag,2,0,0,0,0,0,1,0,0,1,0
Eulersche Bewegungsgleichungen,2,0,0,0,0,0,1,0,0,0,1
Mühle,2,0,0,2,0,0,0,0,0,0,0
Friedhof,2,0,0,1,0,1,0,0,0,0,0
Rindfleisch,2,0,0,0,0,0,0,1,0,1,0
AutoCAD 2008,2,0,0,2,0,0,0,0,0,0,0
AutoCAD LT 2008,2,0,0,2,0,0,0,0,0,0,0
Elektrisches Haushaltsgerät,2,0,0,1,0,0,0,0,1,0,0
Haplotyp,2,0,0,0,0,0,1,0,0,1,0
Broadcastingverfahren,2,0,0,0,0,0,2,0,0,0,0
Komponentenmodell,2,0,0,0,0,0,1,0,0,0,1
Laubbaum,2,0,0,0,0,0,0,0,2,0,0
Ultraviolettstrahler,2,0,0,0,0,0,0,0,2,0,0
Zweiunddreißig-Bit-Mikroprozessor,2,0,0,2,0,0,0,0,0,0,0
Rapid control Prototyping,2,0,0,1,0,0,0,0,0,1,0
Flamme,2,0,0,1,1,0,0,0,0,0,0
Kücheneinrichtung,2,0,0,1,0,0,0,1,0,0,0
Extensivlandwirtschaft,2,0,0,1,0,0,0,0,0,1,0
Kuriosität,2,0,0,2,0,0,0,0,0,0,0
Bewitterung,2,0,0,1,0,0,0,0,0,1,0
Änderungserkennung,2,0,0,0,0,0,1,0,0,1,0
Logischer Schluss,2,0,0,0,0,0,1,0,1,0,0
Algorithmische Programmiersprache,2,0,0,0,0,0,1,0,1,0,0
Machbarkeit,2,0,0,0,0,0,1,0,1,0,0
Martensitischer Stahl,2,0,0,0,0,0,0,0,2,0,0
Sojaproteine,2,0,0,0,0,0,0,0,1,1,0
Rauigkeitsmessung,2,0,0,0,0,0,0,0,1,1,0
Elastizitätsmodul,2,0,0,0,0,0,0,0,1,0,1
Jugendpsychologie,2,0,0,2,0,0,0,0,0,0,0
Galvanische Beschichtung,2,0,0,1,1,0,0,0,0,0,0
Verchromen,2,0,0,1,1,0,0,0,0,0,0
Duktilität,2,0,0,0,0,0,0,0,1,1,0
Teleservice,2,0,0,0,0,0,0,0,1,1,0
Differentialspiel,2,0,0,0,0,0,2,0,0,0,0
Atomcluster,2,0,0,0,0,0,1,0,0,0,1
Stochastisches Feld,2,0,0,0,0,0,1,0,0,1,0
Wohnungswechsel,2,0,0,1,0,0,0,0,0,1,0
Spielhalle,2,0,0,1,0,0,0,0,0,1,0
Fortpflanzung,2,0,0,1,0,0,0,0,0,1,0
Stein,2,0,0,1,1,0,0,0,0,0,0
Ausländer,2,0,0,1,0,0,0,1,0,0,0
Wahrnehmungsgeografie,2,0,0,2,0,0,0,0,0,0,0
Großschutzgebiet,2,0,0,1,1,0,0,0,0,0,0
Schienenfahrzeugbau,2,0,0,1,0,0,0,0,1,0,0
Textlinguistik,2,0,0,0,0,0,1,0,0,1,0
Texturanalyse,2,0,0,0,0,0,1,0,0,1,0
Charakteristische Funktion,2,0,0,0,0,0,1,0,0,0,1
Brunnen,2,0,0,0,0,0,1,0,0,1,0
Energiespektrum,2,0,0,0,0,0,1,0,0,0,1
PHP 5.3,2,0,0,1,1,0,0,0,0,0,0
Google Maps,2,0,0,2,0,0,0,0,0,0,0
Hull-Zelle,2,0,0,1,0,0,0,0,0,1,0
Hochschulverwaltung,2,0,0,1,0,0,0,0,0,1,0
Domain engineering,2,0,0,0,0,0,2,0,0,0,0
Domänenspezifische Programmiersprache,2,0,0,0,0,0,1,0,0,1,0
Turbinenschaufel,2,0,0,0,0,0,0,0,2,0,0
Sonne,2,0,0,0,0,0,0,0,2,0,0
Eisenbahnrad,2,0,0,0,0,0,0,0,2,0,0
Radsatz,2,0,0,0,0,0,0,0,2,0,0
Verschleißschutz,2,0,0,0,0,0,0,0,1,1,0
Zentrale Dienstleistung,2,0,0,0,0,0,0,0,1,1,0
Bewegungsspiel,2,0,0,2,0,0,0,0,0,0,0
Fortbewegungsmittel,2,0,0,1,0,0,0,0,0,1,0
Sitzplatz,2,0,0,1,0,0,0,0,0,1,0
Office 2007,2,0,0,2,0,0,0,0,0,0,0
Sonnenkollektor,2,0,0,1,1,0,0,0,0,0,0
Interstellares Molekül,2,0,0,0,0,0,2,0,0,0,0
Smalltalk,2,0,0,0,0,0,1,0,1,0,0
Linearbeschleuniger,2,0,0,0,0,0,1,0,0,0,1
Linsenförmige Galaxie,2,0,0,0,0,0,1,0,0,0,1
Hydrid-Speicher,2,0,0,0,0,0,1,0,0,0,1
Rotverschiebung,2,0,0,0,0,0,1,0,0,0,1
Schulkind,2,0,0,2,0,0,0,0,0,0,0
Fluidtechnik,2,0,0,1,0,0,0,0,0,1,0
Algebraische Spezifikation,2,0,0,0,0,0,2,0,0,0,0
Constraint-logische Programmierung,2,0,0,0,0,0,2,0,0,0,0
Erkennungssequenz,2,0,0,0,0,0,2,0,0,0,0
Z,2,0,0,0,0,0,2,0,0,0,0
Genetischer Fingerabdruck,2,0,0,0,0,0,1,0,1,0,0
Abstrakte Rechenmaschine,2,0,0,0,0,0,2,0,0,0,0
Überlastkontrolle,2,0,0,0,0,0,2,0,0,0,0
DiffServ,2,0,0,0,0,0,2,0,0,0,0
MIG-Schweißen,2,0,0,1,0,0,0,0,0,1,0
Verkehrsnachfrage,2,0,0,1,0,0,0,0,0,1,0
Python 2.5,2,0,0,2,0,0,0,0,0,0,0
Milchproduktion,2,0,0,1,0,0,0,0,0,0,1
Cobalt,2,0,0,0,0,0,1,0,0,0,1
Kältemaschine,2,0,0,0,0,0,2,0,0,0,0
Projektdokumentation,2,0,0,2,0,0,0,0,0,0,0
Verarbeitende Industrie,2,0,0,1,0,0,0,0,0,1,0
Verhaltenssteuerung,2,0,0,1,0,1,0,0,0,0,0
Servomotor,2,0,0,1,1,0,0,0,0,0,0
Entfeuchten,2,0,0,1,1,0,0,0,0,0,0
Seismometrie,2,0,0,0,0,0,1,0,0,0,1
Elektronische Wahl,2,0,0,0,0,0,1,0,1,0,0
Dominanzzahl,2,0,0,0,0,0,1,0,0,1,0
Entscheidungsträger,2,0,0,0,0,0,1,0,0,0,1
Privater,2,0,0,0,0,0,1,0,0,1,0
Crowdsourcing,2,0,0,0,0,0,2,0,0,0,0
Intelligente Kamera,2,0,0,0,0,0,1,0,0,1,0
Superalgebra,2,0,0,0,0,0,1,0,0,0,1
Wassergekühlter Reaktor,2,0,0,0,0,0,2,0,0,0,0
Hochdruckbehälter,2,0,0,0,0,0,1,0,0,1,0
Hilfsbereitschaft,2,0,0,1,0,0,0,0,0,1,0
Dammbruch,2,0,0,0,0,0,1,0,0,0,1
Metallschaum,2,0,0,0,0,0,1,0,0,1,0
Pflicht,2,0,0,0,0,0,1,0,0,1,0
Ambiguität,2,0,0,0,0,0,1,0,0,1,0
Flächenschutz,2,0,0,1,0,1,0,0,0,0,0
Formulierung,2,0,0,1,0,0,1,0,0,0,0
Gartenpflanzen,2,0,0,2,0,0,0,0,0,0,0
Einwanderin,2,0,0,2,0,0,0,0,0,0,0
Eigenproduktion,2,0,0,2,0,0,0,0,0,0,0
Erlanger Programm,2,0,0,1,1,0,0,0,0,0,0
Wildbeuter,2,0,0,0,0,0,2,0,0,0,0
Metabolismus,2,0,0,0,0,0,1,0,0,0,1
Minoische Kultur,2,0,0,0,0,0,2,0,0,0,0
Komprimierte Abtastung,2,0,0,0,0,0,1,0,0,1,0
Unsicherheitsquantifizierung,2,0,0,0,0,0,2,0,0,0,0
Sprachkritik,2,0,0,1,0,0,0,1,0,0,0
Privateigentum,2,0,0,2,0,0,0,0,0,0,0
Einzelhaus,2,0,0,1,1,0,0,0,0,0,0
Vorhersagbarkeit,2,0,0,0,0,0,1,0,0,0,1
Sphäroguss,2,0,0,0,0,0,0,0,1,1,0
Transportbehälter,2,0,0,0,0,0,0,0,2,0,0
Spindel,2,0,0,0,0,0,0,0,2,0,0
Farbenpsychologie,2,0,0,2,0,0,0,0,0,0,0
Visio 2007,2,0,0,2,0,0,0,0,0,0,0
Marine,2,0,0,1,0,0,0,0,0,0,1
Kraftstoffherstellung,2,0,0,1,0,0,0,0,0,1,0
Radiologische Diagnostik,2,0,0,0,0,0,0,0,1,0,1
Laserbohren,2,0,0,0,0,0,0,0,1,0,1
Hautschutz,2,0,0,0,0,0,0,0,2,0,0
Kombinatorische Geometrie,2,0,0,0,0,0,1,0,0,0,1
Erfüllung,2,0,0,0,0,0,1,1,0,0,0
Zementherstellung,2,0,0,0,0,0,1,0,0,1,0
Schallortung,2,0,0,0,0,0,0,0,1,1,0
Hochfester Beton,2,0,0,0,0,0,0,0,1,0,1
Biomechanische Analyse,2,0,0,0,0,0,0,0,1,1,0
Freitextsuche,2,0,0,1,1,0,0,0,0,0,0
Minderheit,2,0,0,1,1,0,0,0,0,0,0
Fußgängerbrücke,2,0,0,1,0,0,1,0,0,0,0
Baudynamik,2,0,0,1,1,0,0,0,0,0,0
Bewertungssystem,2,0,0,1,0,0,0,0,0,1,0
SAP ERP HCM,2,0,0,2,0,0,0,0,0,0,0
Piezoelektrischer Wandler,2,0,0,0,0,0,0,0,1,1,0
Soziale Differenzierung,2,0,0,2,0,0,0,0,0,0,0
Geometrisches Objekt,2,0,0,0,0,0,1,0,0,1,0
Quantenkohomologie,2,0,0,0,0,0,1,0,0,1,0
Raumkurve,2,0,0,0,0,0,1,0,0,0,1
Glättung,2,0,0,0,0,0,2,0,0,0,0
Projektsteuerung,2,0,0,1,0,0,0,0,0,1,0
Betonzusatzstoff,2,0,0,1,1,0,0,0,0,0,0
Thermogravimetrie,2,0,0,2,0,0,0,0,0,0,0
Versicherungsbetrieb,2,0,0,1,1,0,0,0,0,0,0
Relativistische Strömungsmechanik,2,0,0,0,0,0,2,0,0,0,0
Lasso-Methode,2,0,0,0,0,0,1,0,0,0,1
SDL,2,0,0,0,0,0,2,0,0,0,0
Dynamik hochverdünnter Gase,2,0,0,0,0,0,1,0,1,0,0
Internationalismus,2,0,0,1,1,0,0,0,0,0,0
Hofhaus,2,0,0,1,1,0,0,0,0,0,0
Visual C sharp 2010,2,0,0,1,1,0,0,0,0,0,0
Visual Basic 2010,2,0,0,1,1,0,0,0,0,0,0
Dreamweaver CS5,2,0,0,2,0,0,0,0,0,0,0
Gastransport,2,0,0,0,0,0,1,0,0,1,0
Iwasawa-Theorie,2,0,0,0,0,0,2,0,0,0,0
Sternentstehungsgebiet,2,0,0,0,0,0,1,0,0,0,1
Augenschutz,2,0,0,0,0,0,0,0,2,0,0
Magnetohydrodynamische Welle,2,0,0,0,0,0,1,0,0,0,1
Videokamera,2,0,0,0,0,0,0,0,1,1,0
Auge,2,0,0,0,0,0,0,0,1,1,0
Wasserlöslichkeit,2,0,0,0,0,0,0,0,1,1,0
Nichtwässriges Lösungsmittel,2,0,0,0,0,0,0,0,1,1,0
Elektrochemische Energietechnik,2,0,0,0,0,0,0,0,1,0,1
Palmölindustrie,2,0,0,0,0,0,0,0,1,1,0
Lösungsmitteleffekt,2,0,0,0,0,0,0,0,1,1,0
Heimatgefühl,2,0,0,2,0,0,0,0,0,0,0
Plattenspieler,2,0,0,2,0,0,0,0,0,0,0
Traditionale Kultur,2,0,0,0,0,0,0,0,1,1,0
Verhinderung,2,0,0,1,0,0,0,0,0,1,0
Oracle Database 10g Express Edition,2,0,0,2,0,0,0,0,0,0,0
Tragsystem,2,0,0,1,1,0,0,0,0,0,0
Allergen,2,0,0,1,1,0,0,0,0,0,0
Herkunftsnachweis,2,0,0,1,0,0,0,0,0,1,0
Muslimin,2,0,0,1,1,0,0,0,0,0,0
ECDL,2,0,0,2,0,0,0,0,0,0,0
Zivilbevölkerung,2,0,0,1,0,0,0,0,0,1,0
Contao,2,0,0,2,0,0,0,0,0,0,0
Parlamentsgebäude,2,0,0,1,0,0,0,0,0,1,0
Deklarative Programmiersprache,2,0,0,0,0,0,1,0,1,0,0
Visuelles Datenbanksystem,2,0,0,0,0,0,2,0,0,0,0
Terminplanung,2,0,0,0,0,0,2,0,0,0,0
Reflektor,2,0,0,0,0,0,2,0,0,0,0
Mathematische Lerntheorie,2,0,0,0,0,0,2,0,0,0,0
Deklarative Programmierung,2,0,0,0,0,0,2,0,0,0,0
Objektorientierte Analyse,2,0,0,0,0,0,2,0,0,0,0
Verzweigungsprozess,2,0,0,0,0,0,2,0,0,0,0
Holomorphie,2,0,0,0,0,0,2,0,0,0,0
Topologische K-Theorie,2,0,0,0,0,0,1,0,0,0,1
Verfeinerung,2,0,0,0,0,0,1,0,0,1,0
Glazialgeologie,2,0,0,1,1,0,0,0,0,0,0
Quartärgeomorphologie,2,0,0,1,0,0,0,0,0,0,1
Naturlandschaft,2,0,0,1,0,0,1,0,0,0,0
Mashup,2,0,0,1,1,0,0,0,0,0,0
Hochwasservorhersage,2,0,0,0,0,0,0,0,1,0,1
Elektrochemische Kinetik,2,0,0,0,0,0,0,0,1,1,0
Meereis,2,0,0,0,0,0,0,0,1,1,0
Heimatpflege,2,0,0,0,0,0,0,0,1,1,0
Rückgang,2,0,0,0,0,0,0,0,0,2,0
Deutsche Frage,2,0,0,0,0,0,0,0,0,2,0
Friedensforschung,2,0,0,1,1,0,0,0,0,0,0
Berufsanforderung,2,0,0,1,0,0,0,1,0,0,0
Erzieherin,2,0,0,1,0,0,0,0,0,1,0
Wiener-Prozess,2,0,0,2,0,0,0,0,0,0,0
Elektrifizierung,2,0,0,0,0,0,0,0,0,2,0
CAP,2,0,0,0,0,0,0,0,0,2,0
Omnibuslinienverkehr,2,0,0,0,0,0,1,0,0,1,0
Mischung,2,0,0,1,0,0,0,0,0,1,0
Matrizengruppe,2,0,0,1,1,0,0,0,0,0,0
CakePHP 1.3,2,0,0,1,1,0,0,0,0,0,0
Künstlerhaus,2,0,0,2,0,0,0,0,0,0,0
Literarisches Museum,2,0,0,2,0,0,0,0,0,0,0
Öl,2,0,0,1,1,0,0,0,0,0,0
Information-Retrieval-System,2,0,0,0,0,0,1,0,0,1,0
Informationsspeicherung,2,0,0,0,0,0,2,0,0,0,0
Speicherhierarchie,2,0,0,0,0,0,1,0,1,0,0
Gottesfrage,2,0,0,1,1,0,0,0,0,0,0
Politische Kontrolle,2,0,0,1,0,1,0,0,0,0,0
Kohlepolitik,2,0,0,2,0,0,0,0,0,0,0
Beschaffungsplanung,2,0,0,1,0,0,0,0,0,1,0
Bedarfsermittlung,2,0,0,2,0,0,0,0,0,0,0
Glaziallandschaft,2,0,0,1,1,0,0,0,0,0,0
Z-Transformation,2,0,0,1,1,0,0,0,0,0,0
Tragendes Teil,2,0,0,2,0,0,0,0,0,0,0
Strombelastung,2,0,0,1,0,0,0,0,0,1,0
Aktivitätskoeffizient,2,0,0,0,0,0,0,0,0,2,0
Ion,2,0,0,0,0,0,0,0,0,1,1
Hochspannungsnetz,2,0,0,0,0,0,0,0,0,2,0
Quantenkaskadenlaser,2,0,0,0,0,0,0,0,0,1,1
Wolframlagerstätte,2,0,0,0,0,0,0,0,0,1,1
Immaterialgut,2,0,0,0,0,0,0,0,0,2,0
Beagle,2,0,0,1,0,0,0,0,0,1,0
Leistungsschutzrecht,2,0,0,0,0,0,0,0,0,2,0
Frauenemanzipation,2,0,0,2,0,0,0,0,0,0,0
Analyse latenter Strukturen,2,0,0,0,0,0,2,0,0,0,0
Frage-Antwort-System,2,0,0,0,0,0,1,0,1,0,0
Terminologische Logik,2,0,0,0,0,0,1,0,0,0,1
Muskelkontraktion,2,0,0,0,0,0,1,0,0,1,0
Überraschung,2,0,0,0,0,0,2,0,0,0,0
Mischfutter,2,0,0,0,0,0,0,0,0,2,0
Elektrohydraulische Steuerung,2,0,0,2,0,0,0,0,0,0,0
Elektropneumatische Steuerung,2,0,0,2,0,0,0,0,0,0,0
TYPO3 4.0,2,0,0,2,0,0,0,0,0,0,0
Großstadtsoziologie,2,0,0,1,1,0,0,0,0,0,0
Industrielles Kulturgut,2,0,0,1,1,0,0,0,0,0,0
Zeitinvariantes System,2,0,0,1,0,0,0,0,1,0,0
Verschwinden,2,0,0,2,0,0,0,0,0,0,0
Heterogenes Netzwerk,2,0,0,0,0,0,0,0,0,2,0
Verwaltungsakt,2,0,0,0,0,0,0,0,0,1,1
Vervielfältigung,2,0,0,0,0,0,0,0,0,2,0
Atommasse,2,0,0,0,0,0,1,0,0,1,0
Graphenzeichnen,2,0,0,0,0,0,2,0,0,0,0
Würde,2,0,0,1,0,0,0,0,0,0,1
Doppelhaus,2,0,0,2,0,0,0,0,0,0,0
Lithiumähnliches System,2,0,0,0,0,0,0,0,0,2,0
Bismution,2,0,0,0,0,0,0,0,0,2,0
Spielsucht,2,0,0,2,0,0,0,0,0,0,0
Asymmetrie,2,0,0,1,0,0,0,0,0,1,0
Primärenergie,2,0,0,1,0,0,0,0,0,1,0
Kondenswasser,2,0,0,1,0,0,0,0,0,1,0
Schimmel,2,0,0,2,0,0,0,0,0,0,0
Autoionisation,2,0,0,0,0,0,0,0,0,1,1
Anreicherung,2,0,0,0,0,0,0,0,0,2,0
Haftungsbeschränkung,2,0,0,0,0,0,0,0,0,2,0
Einkommensdisparität,2,0,0,0,0,0,1,0,0,0,1
Vermögensverteilung,2,0,0,0,0,0,1,0,0,1,0
Rechtsprechende Gewalt,2,0,0,0,0,0,1,0,0,1,0
Bebauung,2,0,0,0,0,0,1,0,0,1,0
Bruchzähigkeit,2,0,0,0,0,0,1,0,0,1,0
Buchbinderei,2,0,0,1,1,0,0,0,0,0,0
Transzendenz,2,0,0,0,0,1,0,0,0,0,1
Thematische Karte,2,0,0,0,0,1,0,1,0,0,0
Landschaftsanalyse,2,0,0,0,0,2,0,0,0,0,0
Ikonographie,2,0,0,0,0,1,0,0,0,0,1
Geschichtsatlas,2,0,0,1,0,1,0,0,0,0,0
Prozessrecht,2,0,0,1,1,0,0,0,0,0,0
Besucherführung,2,0,0,2,0,0,0,0,0,0,0
Rationalisierung,2,0,0,0,0,1,0,0,0,1,0
Intelligenter Zähler,2,0,0,0,0,1,0,0,0,1,0
Nutzgarten,2,0,0,1,1,0,0,0,0,0,0
Astronom,2,0,0,1,1,0,0,0,0,0,0
Android 2,2,0,0,2,0,0,0,0,0,0,0
Holzprodukt,2,0,0,2,0,0,0,0,0,0,0
Microsoft Expression Web 4,2,0,0,1,1,0,0,0,0,0,0
Romanistik,2,0,0,1,0,1,0,0,0,0,0
Romanische Sprachen,2,0,0,1,1,0,0,0,0,0,0
Informationsnetz,2,0,0,0,0,1,0,0,1,0,0
Bauverwaltung,2,0,0,0,0,1,0,0,0,1,0
Technikunterricht,2,0,0,0,0,1,0,0,0,0,1
Steinkonservierung,2,0,0,0,0,2,0,0,0,0,0
Fernstudium,2,0,0,0,0,1,0,0,0,1,0
Städtebauliche Entwicklungsmaßnahme,2,0,0,0,0,1,0,1,0,0,0
Altbestand,2,0,0,0,0,2,0,0,0,0,0
Schmieden,2,0,0,0,0,1,1,0,0,0,0
Idealstadt,2,0,0,0,0,1,1,0,0,0,0
Neue ökonomische Geografie,2,0,0,1,0,0,0,0,0,1,0
Produktionsstandort,2,0,0,1,0,0,0,0,0,1,0
Geschäftsordnung,2,0,0,1,0,0,0,0,0,1,0
Ammoniakemission,2,0,0,0,0,1,0,0,1,0,0
Staubemission,2,0,0,0,0,1,0,0,1,0,0
Kommunale Sozialpolitik,2,0,0,0,0,2,0,0,0,0,0
Megastruktur,2,0,0,0,0,1,0,0,0,1,0
Gegenständliche Benutzeroberfläche,2,0,0,1,1,0,0,0,0,0,0
Hochleistungskeramik,2,0,0,1,1,0,0,0,0,0,0
Monolith,2,0,0,1,0,0,0,0,0,1,0
Rundfunkfreiheit,2,0,0,0,0,0,0,0,0,2,0
Feldorientierte Regelung,2,0,0,0,0,0,0,0,0,2,0
Testbed,2,0,0,0,0,0,0,0,0,2,0
Spermium,2,0,0,0,0,0,0,0,0,2,0
Eber,2,0,0,0,0,0,0,0,0,2,0
Calciumhomöostase,2,0,0,0,0,0,0,0,0,1,1
Transforming Growth Factor beta 1,2,0,0,0,0,0,0,0,0,1,1
Geflügelfleischprodukt,2,0,0,0,0,0,0,0,0,2,0
Gewerbegebäude,2,0,0,1,1,0,0,0,0,0,0
Badehaus,2,0,0,1,0,0,0,0,0,1,0
Vorwurf,2,0,0,1,0,0,0,0,0,1,0
Leberepithelzelle,2,0,0,0,0,0,0,0,0,2,0
Polymethacrylate,2,0,0,0,0,0,0,0,0,1,1
Politische Theologie,2,0,0,0,0,2,0,0,0,0,0
Hausbegrünung,2,0,0,0,0,1,0,1,0,0,0
Hardware-in-the-loop,2,0,0,0,0,1,0,0,0,1,0
Nicht beplanter Innenbereich,2,0,0,0,0,1,0,0,0,1,0
Muße,2,0,0,0,0,2,0,0,0,0,0
Magento,2,0,0,1,1,0,0,0,0,0,0
Ubuntu 11.04,2,0,0,2,0,0,0,0,0,0,0
Rechtschreibung,2,0,0,2,0,0,0,0,0,0,0
Ordensleben,2,0,0,0,0,2,0,0,0,0,0
Sinti,2,0,0,0,0,2,0,0,0,0,0
Historische Ausstellung,2,0,0,0,0,1,0,0,0,1,0
Anwesenheit,2,0,0,0,0,1,0,0,0,1,0
Herrscher,2,0,0,0,0,1,0,0,0,0,1
Kriegsverbrechen,2,0,0,0,0,1,0,0,0,0,1
Navigieren,2,0,0,1,0,0,1,0,0,0,0
Geste,2,0,0,1,0,0,0,0,0,1,0
